seriesID       ,area_code,item_code,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
APU0400FJ4101,400,FJ4101,"Yogurt, per 8 oz. (226.8 gm) in West, average price, not seasonally adjusted",,2018,M04,2021,M10
APU0400FL2101,400,FL2101,"Lettuce, romaine, per lb. (453.6 gm) in West urban, average price, not seasonally adjusted",,2006,M01,2020,M02
APU0400FN1101,400,FN1101,"All soft drinks, per 2 liters (67.6 oz) in West, average price, not seasonally adjusted",,2018,M04,2019,M04
APU0400FN1102,400,FN1102,"All soft drinks, 12 pk, 12 oz., cans, per 12 oz. (354.9 ml) in West, average price, not seasonally adjusted",,2018,M04,2021,M10
APU0400FS1101,400,FS1101,"Butter, stick, per lb. (453.6 gm) in West, average price, not seasonally adjusted",,2018,M04,2021,M10
APU048072610,480,72610,"Electricity per KWH in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU048072620,480,72620,"Utility (piped) gas per therm in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU048074714,480,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU048074715,480,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU048074716,480,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU048074717,480,74717,"Automotive diesel fuel, per gallon/3.785 liters in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU04807471A,480,7471A,"Gasoline, all types, per gallon/3.785 liters in Mountain, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049072511,490,72511,"Fuel oil #2 per gallon (3.785 liters) in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049072610,490,72610,"Electricity per KWH in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049072620,490,72620,"Utility (piped) gas per therm in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049074714,490,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049074715,490,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049074716,490,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU049074717,490,74717,"Automotive diesel fuel, per gallon/3.785 liters in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APU04907471A,490,7471A,"Gasoline, all types, per gallon/3.785 liters in Pacific, average price, not seasonally adjusted",,2018,M01,2021,M10
APUA10472511,A104,72511,"Fuel oil #2 per gallon (3.785 liters) in Pittsburgh, PA, average price, not seasonally adjusted",,1982,M11,1997,M12
APUA10472601,A104,72601,"Utility (piped) gas - 40 therms in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA10472610,A104,72610,"Electricity per KWH in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA10472611,A104,72611,"Utility (piped) gas - 100 therms in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA10472620,A104,72620,"Utility (piped) gas per therm in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA10472621,A104,72621,"Electricity per 500 KWH in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA10474712,A104,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M01,1989,M04
APUA10474713,A104,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M01,1980,M09
APUA10474714,A104,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M01,1997,M12
APUA10474715,A104,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Pittsburgh, PA, average price, not seasonally adjusted",,1993,M12,1997,M12
APUA10474716,A104,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Pittsburgh, PA, average price, not seasonally adjusted",,1981,M09,1997,M12
APUA1047471A,A104,7471A,"Gasoline, all types, per gallon/3.785 liters in Pittsburgh, PA, average price, not seasonally adjusted",,1978,M01,1997,M12
APUA10572511,A105,72511,"Fuel oil #2 per gallon (3.785 liters) in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10572601,A105,72601,"Utility (piped) gas - 40 therms in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10572610,A105,72610,"Electricity per KWH in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10572611,A105,72611,"Utility (piped) gas - 100 therms in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10572620,A105,72620,"Utility (piped) gas per therm in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10572621,A105,72621,"Electricity per 500 KWH in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10574712,A105,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA10574713,A105,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M01,1980,M05
APUA10574714,A105,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA10574716,A105,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1981,M09,1986,M12
APUA1057471A,A105,7471A,"Gasoline, all types, per gallon/3.785 liters in Buffalo-Niagara Falls, NY, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA10672511,A106,72511,"Fuel oil #2 per gallon (3.785 liters) in Scranton, PA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10672601,A106,72601,"Utility (piped) gas - 40 therms in Scranton, PA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10672610,A106,72610,"Electricity per KWH in Scranton, PA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10672611,A106,72611,"Utility (piped) gas - 100 therms in Scranton, PA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10672620,A106,72620,"Utility (piped) gas per therm in Scranton, PA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10672621,A106,72621,"Electricity per 500 KWH in Scranton, PA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA10674712,A106,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Scranton, PA, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA10674713,A106,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Scranton, PA, average price, not seasonally adjusted",,1978,M01,1980,M10
APUA10674714,A106,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Scranton, PA, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA10674716,A106,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Scranton, PA, average price, not seasonally adjusted",,1981,M09,1986,M12
APUA1067471A,A106,7471A,"Gasoline, all types, per gallon/3.785 liters in Scranton, PA, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21072511,A210,72511,"Fuel oil #2 per gallon (3.785 liters) in Cleveland-Akron, OH, average price, not seasonally adjusted",,1987,M01,1988,M07
APUA21072601,A210,72601,"Utility (piped) gas - 40 therms in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M11,2013,M06
APUA21072610,A210,72610,"Electricity per KWH in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M11,2017,M12
APUA21072611,A210,72611,"Utility (piped) gas - 100 therms in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M11,2013,M06
APUA21072620,A210,72620,"Utility (piped) gas per therm in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M11,2017,M12
APUA21072621,A210,72621,"Electricity per 500 KWH in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M11,2013,M06
APUA21074712,A210,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M01,1988,M07
APUA21074713,A210,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M01,1980,M09
APUA21074714,A210,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M01,2017,M12
APUA21074715,A210,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Cleveland-Akron, OH, average price, not seasonally adjusted",,1993,M12,2017,M12
APUA21074716,A210,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Cleveland-Akron, OH, average price, not seasonally adjusted",,1981,M09,2017,M12
APUA2107471A,A210,7471A,"Gasoline, all types, per gallon/3.785 liters in Cleveland-Akron, OH, average price, not seasonally adjusted",,1978,M01,2017,M12
APUA21272511,A212,72511,"Fuel oil #2 per gallon (3.785 liters) in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21272601,A212,72601,"Utility (piped) gas - 40 therms in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21272610,A212,72610,"Electricity per KWH in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21272611,A212,72611,"Utility (piped) gas - 100 therms in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21272620,A212,72620,"Utility (piped) gas per therm in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21272621,A212,72621,"Electricity per 500 KWH in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M11,1986,M01
APUA21274712,A212,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21274713,A212,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M01,1980,M05
APUA21274714,A212,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21274716,A212,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1981,M09,1986,M12
APUA2127471A,A212,7471A,"Gasoline, all types, per gallon/3.785 liters in Milwaukee-Racine, WI, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21372511,A213,72511,"Fuel oil #2 per gallon (3.785 liters) in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21372601,A213,72601,"Utility (piped) gas - 40 therms in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21372610,A213,72610,"Electricity per KWH in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21372611,A213,72611,"Utility (piped) gas - 100 therms in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21372620,A213,72620,"Utility (piped) gas per therm in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21372621,A213,72621,"Electricity per 500 KWH in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21374712,A213,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21374713,A213,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M01,1980,M11
APUA21374714,A213,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21374716,A213,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1981,M09,1986,M12
APUA2137471A,A213,7471A,"Gasoline, all types, per gallon/3.785 liters in Cincinnati-Hamilton, OH-KY-IN, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21472601,A214,72601,"Utility (piped) gas - 40 therms in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21472610,A214,72610,"Electricity per KWH in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21472611,A214,72611,"Utility (piped) gas - 100 therms in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21472620,A214,72620,"Utility (piped) gas per therm in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21472621,A214,72621,"Electricity per 500 KWH in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA21474712,A214,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21474713,A214,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M01,1980,M05
APUA21474714,A214,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA21474716,A214,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Kansas City, MO-KS, average price, not seasonally adjusted",,1984,M09,1986,M12
APUA2147471A,A214,7471A,"Gasoline, all types, per gallon/3.785 liters in Kansas City, MO-KS, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA31172601,A311,72601,"Utility (piped) gas - 40 therms in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2013,M06
APUA31172610,A311,72610,"Electricity per KWH in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2017,M12
APUA31172611,A311,72611,"Utility (piped) gas - 100 therms in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2013,M06
APUA31172620,A311,72620,"Utility (piped) gas per therm in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2017,M12
APUA31172621,A311,72621,"Electricity per 500 KWH in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2013,M06
APUA31174714,A311,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2017,M12
APUA31174715,A311,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2017,M12
APUA31174716,A311,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2017,M12
APUA3117471A,A311,7471A,"Gasoline, all types, per gallon/3.785 liters in Washington-Baltimore, DC-MD-VA-WV, average price, not seasonally adjusted",,1998,M01,2017,M12
APUA31572511,A315,72511,"Fuel oil #2 per gallon (3.785 liters) in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31572601,A315,72601,"Utility (piped) gas - 40 therms in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31572610,A315,72610,"Electricity per KWH in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31572611,A315,72611,"Utility (piped) gas - 100 therms in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31572620,A315,72620,"Utility (piped) gas per therm in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31572621,A315,72621,"Electricity per 500 KWH in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31574712,A315,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M01,1988,M03
APUA31574713,A315,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M01,1980,M09
APUA31574714,A315,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M01,1997,M12
APUA31574715,A315,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Washington, DC-MD-VA, average price, not seasonally adjusted",,1993,M12,1997,M12
APUA31574716,A315,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Washington, DC-MD-VA, average price, not seasonally adjusted",,1981,M09,1997,M12
APUA3157471A,A315,7471A,"Gasoline, all types, per gallon/3.785 liters in Washington, DC-MD-VA, average price, not seasonally adjusted",,1978,M01,1997,M12
APUA31772511,A317,72511,"Fuel oil #2 per gallon (3.785 liters) in Baltimore, MD, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31772601,A317,72601,"Utility (piped) gas - 40 therms in Baltimore, MD, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31772610,A317,72610,"Electricity per KWH in Baltimore, MD, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31772611,A317,72611,"Utility (piped) gas - 100 therms in Baltimore, MD, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31772620,A317,72620,"Utility (piped) gas per therm in Baltimore, MD, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31772621,A317,72621,"Electricity per 500 KWH in Baltimore, MD, average price, not seasonally adjusted",,1978,M11,1997,M12
APUA31774712,A317,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Baltimore, MD, average price, not seasonally adjusted",,1978,M01,1988,M12
APUA31774713,A317,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Baltimore, MD, average price, not seasonally adjusted",,1978,M01,1980,M09
APUA31774714,A317,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Baltimore, MD, average price, not seasonally adjusted",,1978,M01,1997,M12
APUA31774715,A317,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Baltimore, MD, average price, not seasonally adjusted",,1993,M12,1997,M12
APUA31774716,A317,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Baltimore, MD, average price, not seasonally adjusted",,1981,M09,1997,M12
APUA3177471A,A317,7471A,"Gasoline, all types, per gallon/3.785 liters in Baltimore, MD, average price, not seasonally adjusted",,1978,M01,1997,M12
APUA42172601,A421,72601,"Utility (piped) gas - 40 therms in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M11,2013,M06
APUA42172610,A421,72610,"Electricity per KWH in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M11,2017,M12
APUA42172611,A421,72611,"Utility (piped) gas - 100 therms in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M11,2013,M06
APUA42172620,A421,72620,"Utility (piped) gas per therm in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M11,2017,M12
APUA42172621,A421,72621,"Electricity per 500 KWH in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M11,2013,M06
APUA42174712,A421,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M01,1991,M04
APUA42174713,A421,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M01,1982,M09
APUA42174714,A421,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M01,2017,M12
APUA42174715,A421,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1993,M12,2017,M12
APUA42174716,A421,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1981,M09,2017,M12
APUA4217471A,A421,7471A,"Gasoline, all types, per gallon/3.785 liters in Los Angeles-Riverside-Orange County, CA, average price, not seasonally adjusted",,1978,M01,2017,M12
APUA42572511,A425,72511,"Fuel oil #2 per gallon (3.785 liters) in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA42572601,A425,72601,"Utility (piped) gas - 40 therms in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA42572610,A425,72610,"Electricity per KWH in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA42572611,A425,72611,"Utility (piped) gas - 100 therms in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA42572620,A425,72620,"Utility (piped) gas per therm in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA42572621,A425,72621,"Electricity per 500 KWH in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M11,1986,M12
APUA42574712,A425,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA42574713,A425,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M01,1981,M03
APUA42574714,A425,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M01,1986,M12
APUA42574716,A425,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1981,M09,1986,M12
APUA4257471A,A425,7471A,"Gasoline, all types, per gallon/3.785 liters in Portland-Salem, OR-WA, average price, not seasonally adjusted",,1978,M01,1986,M12
APUB00072511,B000,72511,"Fuel oil #2 per gallon (3.785 liters) in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00072601,B000,72601,"Utility (piped) gas - 40 therms in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00072610,B000,72610,"Electricity per KWH in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00072611,B000,72611,"Utility (piped) gas - 100 therms in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00072620,B000,72620,"Utility (piped) gas per therm in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00072621,B000,72621,"Electricity per 500 KWH in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00074712,B000,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in City size B, average price, not seasonally adjusted",,1987,M01,1991,M04
APUB00074714,B000,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB00074715,B000,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in City size B, average price, not seasonally adjusted",,1993,M12,1997,M12
APUB00074716,B000,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB0007471A,B000,7471A,"Gasoline, all types, per gallon/3.785 liters in City size B, average price, not seasonally adjusted",,1987,M01,1997,M12
APUB10072511,B100,72511,"Fuel oil #2 per gallon (3.785 liters) in Northeast size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB10072601,B100,72601,"Utility (piped) gas - 40 therms in Northeast size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB10072610,B100,72610,"Electricity per KWH in Northeast size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB10072611,B100,72611,"Utility (piped) gas - 100 therms in Northeast size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB10072620,B100,72620,"Utility (piped) gas per therm in Northeast size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB10072621,B100,72621,"Electricity per 500 KWH in Northeast size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB10074712,B100,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Northeast size B, average price, not seasonally adjusted",,1978,M01,1989,M06
APUB10074713,B100,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Northeast size B, average price, not seasonally adjusted",,1978,M01,1981,M01
APUB10074714,B100,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Northeast size B, average price, not seasonally adjusted",,1978,M01,1997,M12
APUB10074715,B100,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Northeast size B, average price, not seasonally adjusted",,1993,M12,1997,M12
APUB10074716,B100,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Northeast size B, average price, not seasonally adjusted",,1981,M09,1997,M12
APUB1007471A,B100,7471A,"Gasoline, all types, per gallon/3.785 liters in Northeast size B, average price, not seasonally adjusted",,1978,M01,1997,M12
APUB20072511,B200,72511,"Fuel oil #2 per gallon (3.785 liters) in North Central size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB20072601,B200,72601,"Utility (piped) gas - 40 therms in North Central size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB20072610,B200,72610,"Electricity per KWH in North Central size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB20072611,B200,72611,"Utility (piped) gas - 100 therms in North Central size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB20072620,B200,72620,"Utility (piped) gas per therm in North Central size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB20072621,B200,72621,"Electricity per 500 KWH in North Central size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB20074712,B200,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in North Central size B, average price, not seasonally adjusted",,1978,M01,1989,M05
APUB20074713,B200,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in North Central size B, average price, not seasonally adjusted",,1978,M01,1980,M05
APUB20074714,B200,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in North Central size B, average price, not seasonally adjusted",,1978,M01,1997,M12
APUB20074715,B200,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in North Central size B, average price, not seasonally adjusted",,1993,M12,1997,M12
APUB20074716,B200,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in North Central size B, average price, not seasonally adjusted",,1981,M09,1997,M12
APUB2007471A,B200,7471A,"Gasoline, all types, per gallon/3.785 liters in North Central size B, average price, not seasonally adjusted",,1978,M01,1997,M12
APUB30072511,B300,72511,"Fuel oil #2 per gallon (3.785 liters) in South size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB30072601,B300,72601,"Utility (piped) gas - 40 therms in South size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB30072610,B300,72610,"Electricity per KWH in South size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB30072611,B300,72611,"Utility (piped) gas - 100 therms in South size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB30072620,B300,72620,"Utility (piped) gas per therm in South size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB30072621,B300,72621,"Electricity per 500 KWH in South size B, average price, not seasonally adjusted",,1978,M11,1997,M12
APUB30074712,B300,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in South size B, average price, not seasonally adjusted",,1978,M01,1990,M07
